file,C,kstd,kmean,edge_density,average_shortest_path_length,avg_betweenness_centrality,average_edge_weight
Pv_M_I+4R_U_N_27d_1.txt,0.144912641315519,0.8551593187600519,2.7859237536656893,0.00819389339313438,0.0,0.022698295012757823,0.009950315789473722
Rb_M_I_Fc-L_N_16d_3.txt,0.13695652173913042,1.5706008782361363,3.195876288659794,0.03329037800687285,0.0,0.053407840122336514,0.020823870967741943
Pv_M_I+4R_U_N_29d_3.txt,0.18058252427184465,0.7365421447994402,2.6476190476190475,0.0126680337206653,0.0,0.03508317543405263,0.019230215827338158
Pv_M_I_Fc_Hf_38d_2.txt,0.1342668863261944,1.0564770993953354,2.988372093023256,0.00289851803397018,0.0,0.019169066027900156,0.0033321011673151765
Pv_M_I_U_N_15d_1.txt,0.12442396313364056,0.5813436669535713,2.310077519379845,0.01804748062015504,0.0,0.001925442913385827,0.02795771812080531
Pv_M_I_Fc_Hf_22d_1.txt,0.1446099912357581,0.8224924011807039,2.7975,0.0035012515644555695,0.0,0.03082083160438234,0.007915192135835476
Pv_M_I_Fc_Hf_22d_3.txt,0.09747817652764307,1.3635972814173354,2.79933110367893,0.0046889968235827965,0.0,0.026844601169244517,0.007360692951015463
Pv_M_I+R_U_N_25d_2.txt,0.13323464100666174,1.5025415381305838,3.0061349693251533,0.00924964605946201,0.0,0.024913765260987486,0.007939795918367316
Pv_L_I+4xR_U_N_155d_1.txt,0.1105121293800539,0.6535038557527041,2.696629213483146,0.0060734892195566355,0.0,0.05002689054310773,0.012601333333333312
Rb_M_I_Fc-H_N_16d_3.txt,0.12439024390243902,1.7129972091804548,2.9574468085106385,0.03180050331731869,0.0,0.054374494460399096,0.026788489208633116
Pv_M_5xI_U_N_18d_2.txt,0.11860940695296524,0.7670219026163136,2.7527675276752768,0.00508829487555504,0.0,0.027439453686588622,0.009017292225201076
Pv_M_I+R_U_N_39d_4.txt,0.1658069270449521,1.0072657275626615,2.9746192893401013,0.007569005825292879,0.0,0.03213024908203614,0.007827133105802051
Pp_M_UK_U_N_15h_11.txt,0.13205417607223477,0.7232413347426382,2.9204152249134947,0.010140330642060746,0.0,0.06347442925186829,0.011932464454976319
Pv_L_I+4xR_U_N_57d_3.txt,0.08623298033282904,0.6276426632433391,2.77979797979798,0.005627121416595101,0.15203863575020804,0.04467789624596069,0.01019084302325584
Pv_M_I+4R_U_N_28d_4.txt,0.10576923076923077,0.8544168689174593,2.7970479704797047,0.005170144122883003,0.0,0.02794438401002731,0.00781081794195254
Pv_M_I_Fc_Hf_38d_1.txt,0.14508580343213728,0.8341199235025883,2.876425855513308,0.0027368466750840228,0.0,0.023578995444549843,0.004715730337078653
